,Latitude,Longitude,X,Y,Restaurants_nearby,closest_punjabi_restro
571,28.626452168429317,77.2269101239685,7115346.987048123,5500489.034274042,1,201.9845491489645
572,28.626068014216905,77.22738496332133,7115446.987048123,5500489.034274042,0,252.8977350115147
573,28.6256838629523,77.22785979338485,7115546.987048123,5500489.034274042,0,327.2869851567553
574,28.625299714635595,77.22833461415927,7115646.987048123,5500489.034274042,0,412.6454615430079
575,28.624915569266857,77.22880942564481,7115746.987048123,5500489.034274042,0,503.4240590308392
576,28.62453142684618,77.22928422784167,7115846.987048123,5500489.034274042,0,597.1560009663554
577,28.624147287373635,77.22975902075011,7115946.987048123,5500489.034274042,0,692.6433395111611
578,28.6237631508493,77.23023380437029,7116046.987048123,5500489.034274042,0,714.1363526246112
579,28.62337901727326,77.23070857870248,7116146.987048123,5500489.034274042,0,657.1328041202253
580,28.6229948866456,77.23118334374685,7116246.987048123,5500489.034274042,0,611.2743364168316
581,28.6226107589664,77.23165809950362,7116346.987048123,5500489.034274042,0,579.2142146673933
582,28.62222663423573,77.23213284597303,7116446.987048123,5500489.034274042,0,563.3133218588857
583,28.63161724812115,77.22135096652471,7114096.987048123,5500575.63681442,4,155.3706851844325
584,28.631233051310186,77.22182591772483,7114196.987048123,5500575.63681442,3,244.65858209017748
585,28.6308488574461,77.22230085963291,7114296.987048123,5500575.63681442,2,330.5252759178582
586,28.630464666529004,77.22277579224918,7114396.987048123,5500575.63681442,0,298.71274130388963
587,28.630080478558945,77.22325071557385,7114496.987048123,5500575.63681442,1,234.66318237000436
588,28.629696293536018,77.22372562960716,7114596.987048123,5500575.63681442,1,202.24815574623017
589,28.629312111460298,77.22420053434932,7114696.987048123,5500575.63681442,1,216.19857503111535
590,28.62892793233188,77.22467542980051,7114796.987048123,5500575.63681442,1,202.01865540875949
591,28.628543756150837,77.22515031596099,7114896.987048123,5500575.63681442,1,127.41451406839721
592,28.628159582917245,77.22562519283093,7114996.987048123,5500575.63681442,1,107.96934591544249
593,28.6277754126312,77.22610006041059,7115096.987048123,5500575.63681442,1,164.5609337586876
594,28.62739124529275,77.22657491870015,7115196.987048123,5500575.63681442,0,250.0064442802502
595,28.62700708090201,77.22704976769985,7115296.987048123,5500575.63681442,0,278.0188506563401
596,28.62662291945905,77.22752460740989,7115396.987048123,5500575.63681442,0,300.755694209297
597,28.626238760963933,77.2279994378305,7115496.987048123,5500575.63681442,0,351.58710709916545
598,28.625854605416773,77.22847425896188,7115596.987048123,5500575.63681442,0,420.4438133180269
599,28.625470452817616,77.22894907080426,7115696.987048123,5500575.63681442,0,499.9325018804516
600,28.62508630316656,77.22942387335783,7115796.987048123,5500575.63681442,0,585.7405677563162
601,28.62470215646369,77.22989866662284,7115896.987048123,5500575.63681442,0,675.4639287145802
602,28.624318012709068,77.2303734505995,7115996.987048123,5500575.63681442,0,767.7310891670203
603,28.623933871902796,77.230848225288,7116096.987048123,5500575.63681442,0,757.1123744323193
604,28.623549734044946,77.23132299068858,7116196.987048123,5500575.63681442,0,710.6700638337539
605,28.623165599135596,77.23179774680142,7116296.987048123,5500575.63681442,0,675.9324905198738
606,28.622781467174825,77.2322724936268,7116396.987048123,5500575.63681442,0,654.765243313454
607,28.63178804527268,77.22196556645174,7114146.987048123,5500662.239354798,5,178.58988076130552
608,28.631403844177516,77.22244050871836,7114246.987048123,5500662.239354798,1,278.58951431457973
609,28.631019646029365,77.22291544169303,7114346.987048123,5500662.239354798,1,378.58934145288544
610,28.630635450828315,77.22339036537599,7114446.987048123,5500662.239354798,0,334.65279278516124
611,28.630251258574443,77.22386527976745,7114546.987048123,5500662.239354798,0,296.361264441967
612,28.629867069267835,77.22434018486761,7114646.987048123,5500662.239354798,0,289.2533602300498
613,28.629482882908558,77.2248150806767,7114746.987048123,5500662.239354798,1,223.6035509960195
614,28.62909869949671,77.22528996719494,7114846.987048123,5500662.239354798,1,124.18320852736967
615,28.62871451903234,77.22576484442253,7114946.987048123,5500662.239354798,1,29.05839882503631
616,28.628330341515568,77.2262397123597,7115046.987048123,5500662.239354798,1,79.16635525523176
617,28.627946166946455,77.22671457100665,7115146.987048123,5500662.239354798,1,178.01750775280576
618,28.62756199532508,77.2271894203636,7115246.987048123,5500662.239354798,0,277.69255360675936
619,28.627177826651533,77.22766426043079,7115346.987048123,5500662.239354798,0,370.068521795633
620,28.626793660925884,77.2281390912084,7115446.987048123,5500662.239354798,0,400.13774766078836
621,28.626409498148213,77.22861391269666,7115546.987048123,5500662.239354798,0,450.85443702163184
622,28.62602533831861,77.22908872489579,7115646.987048123,5500662.239354798,0,516.1678309049648
623,28.625641181437157,77.229563527806,7115746.987048123,5500662.239354798,0,591.260294574378
624,28.62525702750392,77.2300383214275,7115846.987048123,5500662.239354798,0,672.8656940424472
625,28.624872876518992,77.23051310576051,7115946.987048123,5500662.239354798,0,758.8858599936277
626,28.62448872848245,77.23098788080523,7116046.987048123,5500662.239354798,0,847.9783339079554
627,28.624104583394377,77.23146264656192,7116146.987048123,5500662.239354798,0,810.21451782583
628,28.623720441254843,77.23193740303077,7116246.987048123,5500662.239354798,0,773.4858479679311
629,28.623336302063944,77.23241215021197,7116346.987048123,5500662.239354798,0,748.4070744705697
630,28.622952165821747,77.23288688810577,7116446.987048123,5500662.239354798,0,736.1697774484662
631,28.632343041185802,77.22210522411227,7114096.987048123,5500748.841895176,4,154.69605434574362
632,28.631958832859528,77.22258016673733,7114196.987048123,5500748.841895176,3,244.2307130682735
633,28.63157462748031,77.22305510007033,7114296.987048123,5500748.841895176,1,339.6563162691568
634,28.631190425048242,77.22353002411147,7114396.987048123,5500748.841895176,1,434.6471836768048
635,28.630806225563393,77.22400493886097,7114496.987048123,5500748.841895176,0,393.3899866810434
636,28.630422029025848,77.22447984431909,7114596.987048123,5500748.841895176,0,374.9575828859112
637,28.630037835435683,77.224954740486,7114696.987048123,5500748.841895176,0,281.39928731733914
638,28.629653644792977,77.22542962736189,7114796.987048123,5500748.841895176,1,186.03354580512914
639,28.629269457097827,77.22590450494704,7114896.987048123,5500748.841895176,1,100.1568840716991
640,28.628885272350296,77.22637937324163,7114996.987048123,5500748.841895176,1,73.85338644283323
641,28.62850109055048,77.22685423224588,7115096.987048123,5500748.841895176,1,144.4895980726542
642,28.628116911698438,77.22732908196001,7115196.987048123,5500748.841895176,1,237.27655849940138
643,28.627732735794268,77.22780392238424,7115296.987048123,5500748.841895176,0,334.25003586453437
644,28.62734856283804,77.22827875351875,7115396.987048123,5500748.841895176,0,432.603753725699
645,28.626964392829855,77.2287535753638,7115496.987048123,5500748.841895176,0,499.766392034622
646,28.62658022576978,77.22922838791958,7115596.987048123,5500748.841895176,0,550.3870936771204
647,28.62619606165788,77.22970319118632,7115696.987048123,5500748.841895176,0,613.2580689769937
648,28.625811900494252,77.23017798516422,7115796.987048123,5500748.841895176,0,685.0145731620861
649,28.625427742278973,77.23065276985353,7115896.987048123,5500748.841895176,0,746.0167563714384
650,28.62504358701213,77.23112754525442,7115996.987048123,5500748.841895176,0,794.6985449403697
651,28.6246594346938,77.23160231136713,7116096.987048123,5500748.841895176,0,852.3793485729929
652,28.62427528532406,77.23207706819186,7116196.987048123,5500748.841895176,0,871.5939319856195
653,28.623891138902994,77.23255181572884,7116296.987048123,5500748.841895176,0,843.5097950735842
654,28.623506995430677,77.23302655397828,7116396.987048123,5500748.841895176,0,826.644764391578
655,28.63251382349205,77.22271983369002,7114146.987048123,5500835.444435555,4,248.3649832920222
656,28.632129610881726,77.22319476738124,7114246.987048123,5500835.444435555,2,327.7238729499921
