,Address,Latitude,Longitude,Distance_from_center
218,"Masjid Mubarak Begum, Lal Kuan Bazar Road, Ballimaran, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.650230820996235,77.2258361109332,2180.1827988404525
219,"Kermal Mahal Kulfi ( fruit Kulfi), Sitaram Bazar Road, Sita Ram Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.647924233622913,77.22868576984483,2044.768526046529
220,"Amrood wali Masjid, Sitaram Bazar Road, Sita Ram Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.64561775240525,77.23153509412694,1973.5521275261624
221,"Meena Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.643311377360664,77.23438408382607,1973.4800195622845
222,"Daryaganj Sunday Book Market, Asif Ali Road, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.641005108506548,77.23723273898881,2044.5444042174236
223,"Lok Nayak Hospital, Jawaharlal Nehru Marg, Sita Ram Bazaar, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.638698945860334,77.24008105966172,2179.784539682843
224,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.63639288943939,77.24292904589134,2368.21814660223
225,"Kotla Firoz Shah Ruins, Indira Gandhi Stadium, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.63408693926112,77.24577669772424,2598.285747432592
226,"Indira Gandhi Arena, Velodrome Road, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.631781095342898,77.24862401520696,2859.9463116439824
227,"Delhi Secretariat, Sachivalaya Road, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.62947535770209,77.25147099838601,3145.3150552672787
228,"Naya Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.65817527598151,77.22097557206337,2971.360569804164
229,"Ballimaran, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.65586821597118,77.2238259132174,2746.200489462276
230,"Ballimaran, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.653561262091365,77.22667591962116,2557.411951232315
231,"Nai Sarak Bookshop Area, Nai Sarak, Chawri Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.651254414359556,77.22952559132122,2413.532105746123
232,"Vakilpura, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.648947672793152,77.23237492836418,2322.9073283666485
233,"Dilpasand Byriani Taufiq Byriani Wala, Dakhni Rai Street, Meena Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.646641037409584,77.23522393079665,2291.8501049424817
234,"Sabzi Mandi Road, Meena Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.644334508226258,77.23807259866523,2322.7375868229824
235,"Daryaganj Police Station, Bharat Ram Road, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.642028085260584,77.24092093201644,2413.179391122987
236,"Dr. Ambedkar Stadium, Jawaharlal Nehru Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002",28.639721768529945,77.24376893089689,2556.8513598107197
237,"Mahatma Gandhi Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.637415558051778,77.2466165953531,2745.3978863322786
238,"Velodrome Road, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 1100002",28.63510945384341,77.24946392543167,2970.2750991395524
239,"Naya Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.659198987534865,77.22466603101945,3123.779660731777
240,"Town Hall, Rai Kedarnath Marg, Ballimaran, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.65689177327989,77.22751605022012,2934.889292071582
241,"Dharampura, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.654584665182625,77.23036573468956,2784.820467238811
242,"Vakilpura, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.65227766326054,77.23321508447434,2680.0907290598443
243,"Mother Dairy, Urdu Bazaar Road, Meena Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.649970767531055,77.2360640996211,2626.118108575878
244,"Arya Orphanage, Dakhni Rai Street, Meena Bazaar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006",28.647663978011572,77.23891278017643,2626.022157895839
